Sentence,Label
The Kansas City Star says the Chiefs intend to stick with veterans down the stretch.,1
That means Anders will continue to start at halfback over Mike Cloud.,1
"Frank Moreau, however, might see tiem at fullback in place of Donnell Bennett and Warren Moon will continue to be the No. 2 QB over Todd Collins.",1
" Robert Smith , Active RB Updated 11/27/00 Smith carried 21 times for 148 yards and a touchdown in Thursday's game against the Cowboys.",1
"With Marshall Faulk recovering from injury and Edgerrin James struggling, Smith is without a doubt the best Fantasy RB right now.",1
Look for him to have another solid outing against the shaky Lions' run defense this Thursday.,1
" Marvin Harrison , Active WR Updated 11/29/00",1
Harrison only caught four passes last week against Miami - lucky for Fantasy owners that two of them were for touchdowns.,1
He will go up against a Jets' secondary this week that held him to only four catches and 34 yards in Week Ten.,1
"It's now time for the playoffs, however, so Harrison should be in your lineup every week until your season ends, one way or another.",1
" Donald Hayes , Active WR Updated 11/28/00",1
Hayes was deactivated for Monday's game against Green Bay with a groin injury.,1
"Isaac Byrd, his replacement, had no catches in the game.",1
"As long as Hayes remains out, Muhsin Muhammad should be expected to be the focus of the Panthers' passing game, much like he was Monday night.",1
" Donovan McNabb , Reserve QB Updated 11/27/00 McNabb was McNasty against Washington, accounting for 262 yards of total offense and two touchdowns in the Eagles' 23-20 win at FedEx Field.",1
He put the offensive unit on his shoulders and single-handedly kept Philadelphia in first place in the NFC East.,1
"Up next, McNabb will face a tough Tennessee squad who will no doubt be fired up after losing to the Jaguars.",1
"Don't expect huge numbers from McNabb this week, but do expect him to be the focal point of Philadelphia's offense once again.",1
" Joe Nedney , Active K Updated 11/09/00",1
Nedney has made 16-of-17 field goals this season but told the Charlotte Observer that he will play elsewhere next season rather than try to compete with incumbent kicker John Kasay next year.,1
Nedney will be an unrestricted free agent in March and has been filling in for Kasay who tore the ACL in his kicking leg during the preseason.,1
"""It's not that I'm not enjoying my time here,"" said Nedney.",1
"""It's a great scenario to be doing this well, but I was brought in as somebody's replacement - and when that person gets better, he'll be the guy.""",1
" Joe Horn , Active WR Updated 11/27/00 Horn was productive once again Sunday catching seven passes for 77 yards.",1
He is still the primary receiver but his numbers could suffer in upcoming weeks.,1
New starter Aaron Brooks spreads the ball around and scrambles more than Jeff Blake.,1
" Marcus Robinson , Reserve WR Updated 11/29/00 Not having QB Cade McNown throw to him has really hurt Robinson's numbers.",1
"While playing with McNown in his first six games this season, Robinson had 32 receptions for 506 yards (15.8 average) and four touchdowns.",1
"In his last five contests, Robinson has just 23 catches for 232 yards (10.1 yards), with one touchdown.",1
"Except for one quarter against the Eagles, Jim Miller and Shane Matthews were the quarterbacks in those ballgames.",1
McNown is still another week or so away from playing so look for Robinson to continue to struggle.,1
" James Allen , Active RB Updated 11/29/00",1
"Despite his three fumbles on Sunday, Allen remains in the Bears plans for 2001, and why wouldn't he.",1
"He is the Bears' starting halfback and leading rusher, gaining 840 yards this season.",1
Allen will be a restricted free agent after this season but Personnel VP Mark Hatley has stated that he would like to bring him back next season.,1
If Allen remains confident he will be a good Fantasy backup next season.,1
Look for him to have a big game this week against a Packers defense that allowed Carolina rookie RB Brad Hoover to run all over them Monday.,1
" Sylvester Morris , Reserve WR Updated 11/17/00",1
Morris is starting to fade after some first-half heroics.,1
He has been very inconsistent and don't be hesitant to bench him at this important point of the season.,1
 ,1
"Ravens , Reserve DT Updated 11/27/00",1
"Although Cleveland scored a touchdown on its opening drive Sunday, becoming the first team to achieve the feat this season, the Ravens' defense posted yet another dominating performance.",1
"Foiled in its quest to post its record-tying fifth shutout of the season, Baltimore held the Browns to just seven points and a staggering 112 net yards.",1
"The Ravens also had six sacks, an interception and two fumble recoveries in the game.",1
It's probably safe to say that owners of this defense are already playoff-bound.,1
"Although Baltimore has its bye week next, Fantasy owners have to be happy to sport this defense during their playoff run, as the team faces weaker offenses San Diego and Arizona coming off the bye.",1
Copyright 2000 Commissioner.COM Inc and SportsLine.com Inc.,1
Your site is always at http://football.commissioner.com/eneFB10SP,0
 - Beaver.pps,0
"Vote below-Regards,James A. BowmanIBM Global Accounts Payablee-Business Operations Strategy - Americas / Asia Pacific1701North St, Endicott, NY 13760(607) 755-5708",1
 ,0
T/L 855-5708  FAX (607) 755-6124bowmanja@us.ibm.comhttp://ourworld.compuserve.com/homepages/jjgordon/elections/PBballot.htm<http://ourworld.compuserve.com/homepages/jjgordon/elections/PBballot.htm><http://ourworld.compuserve.com/homepages/jjgordon/elections/PBballot.htm<http://ourworld.compuserve.com/homepages/jjgordon/elections/PBballot.htm>>,0
"Enter to Win $25,000 in Hotwire Travel and Daily Free Trips!Thanks for signing up with Hotwire - your new source for the best airfare deals.",1
Congratulations on being one of the first to discover our amazing savings!,1
"And welcome to our insider newsletter, The Hotwire - your new source for Hotwire news, travel deals and special offers.",1
"Enter to win $25,000 in Hotwire travel today!Get ready to use that sick time ...",1
"$25,000 goes a loooong way at Hotwire!",1
"Just fill out our brief travel preferences survey and you'll be entered to win the $25,000 grand prize in the Hotwire Great Trips Giveaway.",1
*,0
*,0
Your answers will also allow us to customize future emails just for you.,1
Check a fare today and enter to win a free ticket in,1
our daily drawing!For a limited time,1
", Hotwire is giving away one free airline ticket every day to a lucky Hotwire customer - just for checking out a fare on our site.",1
Limit one entry per day.,1
*,0
*,0
So why Hotwire?,1
Hotwire offers the best domestic airfare deals - with savings of up to 40% or more.*,1
"But, wait, there's even more: * Hotwire offers first-rate deals on last-minute trips.*",1
* We partner with only top airlines - no fly-by-night outfits.,1
"* There's no obligation to buy, no hidden taxes and no extra fees.",1
* 40% off holiday airfare* at Hotwire makes in-laws and family 18% less irritating.,1
*,0
*,0
*,0
THE HOTBOX - Real customers who are really happy about Hotwire deals.,1
"""I was 3,000 miles from NY, but no way was I missing the first Subway Series in 44 years.",1
I went online Tuesday to check fares for that Friday.,1
"Hotwire saved me over $800, compared to other online fares.",1
"What's more, when I missed my crucial connecting flight, the airline attendant went out of her way to ensure my arrival to NY.",1
"My experience with Hotwire was great - the only downside was that the Mets lost.""",1
"Mike Mancuso, San Diego, CA",1
Want to be in the Hotbox?,1
Forward your Hotwire travel story or testimonial to TheHotwire@hotwire.com.,1
"If you're published, you'll be rewarded with blinding fame and a stylish Hotwire T-shirt and hat.",1
The best is yet to come!,1
"Discounted international flights, hotel rooms and car rentals are currently in the works at Hotwire!",1
Email TheHotwire@hotwire.com and let us know what you think of our site and what you'd like to see in upcoming newsletters.,1
Feel free to forward this email to other travel-minded friends and family members!,1
Take off!,1
We hope you enjoyed this newsletter.,1
"However, if you think you've received this email in error or you'd really, really rather deprive yourself of amazing travel deals and insider Hotwire news, tips and special offers, you may unsubscribe by clicking on the link below: http://hotwire.m0.net/m/u/hwr/h.asp?e=ebass%40enron.comSincerely, The Hotwire Team http://www.hotwire.com*All",1
fares,1
are subject to availability.,1
**See Hotwire for details and sweepstakes and daily drawing rules.,1
*,0
*,0
*Anecdotal evidence only.,0
"As you are aware, Enron utilizes temporary staffing services to satisfy=20staffing requirements throughout the company.",1
 ,1
"For the past several months,= a=20project team, representing Enron=01,s temporary staffing users, have resear=ched=20and evaluated alternative Managed Services programs to determine which sour=ce=20would best meet our current and future needs in terms of quality, performan=ce=20and cost containment objectives.  ",1
"The Business Unit Implementation Project==20Team members are:=20Laurie Koenig, Operations Management, EESCarolyn Vigne, Administration, EE&CCLinda Martin, Accounting & Accounts Payable, CorporateBeverly Stephens, Administration, ENANorma Hasenjager, Human Resources, ET&SPeggy McCurley, Administration, NetworksJane Ellen Weaver, Enron Broadband ServicesPaulette Obrecht, Legal, CorporateGeorge Weber, GSSIn addition, Eric Merten (EBS), Kathy Cook (EE&CC), Carolyn Gilley (ENA),==20Larry Dallman (Corp/AP), and Diane Eckels (GSS) were active members of the==20Selection Project Team.",1
